"Latin.name","Species","Family","Life.Form","USDA.Code","Rep","Exp","TRT","Code","YearCollected","Lat","Long","SoilMoisture","VegHeight","OHeight","CC1","CC2","CC3","CCAvg","CC.Relative","Stomatal.Conductance","WetWeight","DryWeight","LeafArea","LDMC","LWC","SLA","LMA","D15N","D13C","Percent_N","Percent_C","CN_ratio"
"Eritrichium nanum","ERINAN","Boraginaceae","Forb","ERNA",6,"SAD","FF","ERINANSADFF6","2017",NaN,NaN,NaN,1.5,1.5,22.8,47.5,42,37.43333333,1.328236076,NaN,0.00091,0.00025,0.042,274.7252747,725.2747253,168,0.006,NaN,NaN,NaN,NaN,NaN
"Eritrichium nanum","ERINAN","Boraginaceae","Forb","ERNA",7,"SAD","FF","ERINANSADFF7","2017",NaN,NaN,NaN,2.1,2.1,NaN,NaN,NaN,NaN,NaN,NaN,6e-04,0.00014,0.027,233.3333333,766.6666667,192.8571429,0.0052,NaN,NaN,NaN,NaN,NaN
"Eritrichium nanum","ERINAN","Boraginaceae","Forb","ERNA",8,"SAD","FF","ERINANSADFF8","2017",NaN,NaN,NaN,3.3,3.5,7.6,8.3,4.8,6.9,0.244830693,NaN,0.00316,0.00075,0.114,237.3417722,762.6582278,152,0.0066,NaN,NaN,NaN,NaN,NaN
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",1,"SAD","FF","ERIPINSADFF1","2017",40.05496667,-105.5870333,NaN,2.6,4,NaN,NaN,NaN,NaN,NaN,NaN,0.01787,0.00463,0.419,259.0934527,740.9065473,90.49676026,0.0111,-2.3348,-28.2728,2.5322,45.1515,17.8312
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",2,"SAD","FF","ERIPINSADFF2","2017",40.05496667,-105.5870333,NaN,2.6,5.5,NaN,NaN,NaN,NaN,NaN,NaN,0.03754,0.00989,0.618,263.4523175,736.5476825,62.48736097,0.016,-3.8905,-26.8134,2.6457,46.6895,17.647
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",3,"SAD","FF","ERIPINSADFF3","2017",40.05495,-105.5869833,NaN,5.8,8,NaN,NaN,NaN,NaN,NaN,NaN,0.07495,0.01828,1.227,243.8959306,756.1040694,67.12253829,0.0149,-3.0677,-27.2081,2.746,43.2708,15.7577
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",4,"SAD","FF","ERIPINSADFF4","2017",40.05495,-105.5869833,NaN,4.5,6,NaN,NaN,NaN,NaN,NaN,NaN,0.06911,0.0165,1.131,238.7498191,761.2501809,68.54545455,0.0146,-3.002,-27.1616,3.587,45.957,12.8121
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",5,"SAD","FF","ERIPINSADFF5","2017",40.05495,-105.5869833,NaN,4.1,4.1,NaN,NaN,NaN,NaN,NaN,NaN,0.039,0.00882,0.86,226.1538462,773.8461538,97.50566893,0.0103,-3.9157,-28.4326,2.9663,46.0477,15.5235
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",6,"SAD","FF","ERIPINSADFF6","2017",40.05495,-105.5869833,NaN,2.5,4.4,NaN,NaN,NaN,NaN,NaN,NaN,0.01357,0.00373,0.309,274.8710391,725.1289609,82.84182306,0.0121,-3.008,-27.2203,3.2637,44.8495,13.7418
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",7,"SAD","FF","ERIPINSADFF7","2017",40.05495,-105.5869833,NaN,3,5.6,NaN,NaN,NaN,NaN,NaN,NaN,0.01002,0.00276,0.209,275.4491018,724.5508982,75.72463768,0.0132,-3.0859,-27.3053,2.3938,45.808,19.1363
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",8,"SAD","FF","ERIPINSADFF8","2017",40.05495,-105.5870667,NaN,4,4.3,NaN,NaN,NaN,NaN,NaN,NaN,0.01732,0.00423,0.358,244.2263279,755.7736721,84.63356974,0.0118,-3.3537,-29.0479,2.335,44.4475,19.0356
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",9,"SAD","FF","ERIPINSADFF9","2017",40.05495,-105.5870667,NaN,4.3,6.1,NaN,NaN,NaN,NaN,NaN,NaN,0.04948,0.01187,0.953,239.894907,760.105093,80.28643639,0.0125,-2.1256,-27.6433,3.7216,46.8956,12.6008
"Erigeron pinnatisectus","ERIPIN","Asteraceae","Forb","ERPI6",10,"SAD","FF","ERIPINSADFF10","2017",40.05495,-105.5870667,NaN,2.5,3.6,NaN,NaN,NaN,NaN,NaN,NaN,0.02113,0.00516,0.49,244.2025556,755.7974444,94.96124031,0.0105,-1.7304,-28.5672,3.1901,46.305,14.5151
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",1,"SAD","MOIST","ERISIMSADMST1","2017",40.0553,-105.5898,NaN,5,10,75.6,20.1,18.9,38.2,1.355439486,NaN,0.04478,0.00774,1.247,172.8450201,827.1549799,161.1111111,0.0062,-1.1979,-28.1056,4.2288,46.1664,10.9172
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",1,"SAD","SNOWBED","ERISIMSADSB1","2017",NaN,NaN,NaN,9,10.5,27.3,23.2,36.7,29.06666667,1.031364077,NaN,0.00603,0.00141,0.27,233.8308458,766.1691542,191.4893617,0.0052,-0.7712,-29.1802,2.8157,45.6452,16.2109
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",1,"SAD","WET","ERISIMSADWET1","2017",NaN,NaN,NaN,10.1,14.5,27.4,35,42.7,35.03333333,1.243077574,NaN,0.02167,0.0038,0.828,175.3576373,824.6423627,217.8947368,0.0046,-2.2336,-28.3791,3.4193,46.2823,13.5355
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",2,"SAD","MOIST","ERISIMSADMST2","2017",40.0553,-105.5898,NaN,8.5,12,14.9,32.7,19.4,22.33333333,0.792447169,NaN,0.01033,0.00196,0.38,189.7386254,810.2613746,193.877551,0.0052,-1.8989,-25.7366,2.6556,44.8026,16.8712
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",2,"SAD","SNOWBED","ERISIMSADSB2","2017",NaN,NaN,NaN,12.5,15.4,35.2,34.3,39.6,36.36666667,1.290387853,NaN,0.0239,0.00352,0.678,147.2803347,852.7196653,192.6136364,0.0052,-0.9168,-29.2897,2.7904,45.237,16.2119
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",2,"SAD","WET","ERISIMSADWET2","2017",NaN,NaN,NaN,9.2,16,34.6,43.5,40.8,39.63333333,1.406298036,NaN,0.04087,0.00624,1.317,152.6792268,847.3207732,211.0576923,0.0047,-1.6831,-29.0588,3.8321,46.3369,12.0918
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",3,"SAD","MOIST","ERISIMSADMST3","2017",40.05531667,-105.5898667,NaN,8,12,52.2,53.2,28,44.46666667,1.577797797,NaN,0.0437,0.00759,1.303,173.6842105,826.3157895,171.6732543,0.0058,-1.8396,-27.8475,3.3682,46.7303,13.8741
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",3,"SAD","SNOWBED","ERISIMSADSB3","2017",NaN,NaN,NaN,13.5,15,46,39.4,41.7,42.36666667,1.503284108,NaN,0.03215,0.00453,1.018,140.9020218,859.0979782,224.7240618,0.0044,-0.6033,-30.5196,3.2864,45.4764,13.8379
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",3,"SAD","WET","ERISIMSADWET3","2017",NaN,NaN,NaN,6.6,14.5,37.4,40.9,47.9,42.06666667,1.492639295,NaN,0.02088,0.00304,0.685,145.5938697,854.4061303,225.3289474,0.0044,-3.4447,-28.9484,3.412,45.2706,13.268
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",4,"SAD","MOIST","ERISIMSADMST4","2017",40.05533333,-105.5899333,NaN,14.7,18,12.7,50.8,10.5,24.66666667,0.875240157,NaN,0.02651,0.00432,0.951,162.9573746,837.0426254,220.1388889,0.0045,-0.5873,-29.8682,4.4044,47.3905,10.7597
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",4,"SAD","SNOWBED","ERISIMSADSB4","2017",NaN,NaN,NaN,13.5,15.2,37.4,47.9,46.2,43.83333333,1.555325414,NaN,0.04996,0.00857,1.366,171.5372298,828.4627702,159.3932322,0.0063,0.0812,-27.9818,2.7798,44.6811,16.0733
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",4,"SAD","WET","ERISIMSADWET4","2017",NaN,NaN,NaN,16.5,19,43.6,43.7,37.4,41.56666667,1.47489794,NaN,0.05317,0.00662,1.566,124.5063005,875.4936995,236.5558912,0.0042,NaN,NaN,NaN,NaN,NaN
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",5,"SAD","MOIST","ERISIMSADMST5","2017",40.05533333,-105.5899667,NaN,6.3,10.5,31.2,15.9,33.3,26.8,0.950936603,NaN,0.03178,0.00617,0.971,194.1472624,805.8527376,157.3743922,0.0064,-3.1442,-27.3605,1.9297,43.5725,22.5797
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",5,"SAD","SNOWBED","ERISIMSADSB5","2017",NaN,NaN,NaN,14.6,16.4,39.7,40.8,42.5,41,1.454791072,NaN,0.01752,0.00411,0.756,234.5890411,765.4109589,183.9416058,0.0054,-1.8035,-26.4609,2.3486,44.2478,18.8403
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",5,"SAD","WET","ERISIMSADWET5","2017",NaN,NaN,NaN,11.3,14.9,24.9,25.8,31.5,27.4,0.972226228,NaN,0.02685,0.00442,1.08,164.6182495,835.3817505,244.3438914,0.0041,-3.6154,-28.2251,1.765,43.1298,24.4357
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",6,"SAD","MOIST","ERISIMSADMST6","2017",40.05538333,-105.5899833,NaN,11,11,6,16.8,58.6,27.13333333,0.962764173,NaN,0.0325,0.00455,0.9,140,860,197.8021978,0.0051,-0.8725,-29.1363,4.1936,45.8459,10.9323
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",6,"SAD","SNOWBED","ERISIMSADSB6","2017",NaN,NaN,NaN,9,12.5,23.9,32.2,35.5,30.53333333,1.083405383,NaN,0.01649,0.00357,0.797,216.4948454,783.5051546,223.2492997,0.0045,-1.6104,-28.218,2.5038,45.7982,18.2917
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",6,"SAD","WET","ERISIMSADWET6","2017",NaN,NaN,NaN,10.9,12.5,14.9,14.9,33.4,21.06666667,0.747502405,NaN,0.01264,0.00235,0.514,185.9177215,814.0822785,218.7234043,0.0046,NaN,NaN,NaN,NaN,NaN
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",7,"SAD","MOIST","ERISIMSADMST7","2017",40.05546667,-105.59005,NaN,10,14,51,59.4,52,54.13333333,1.920797317,NaN,0.0491,0.008,1.373,162.9327902,837.0672098,171.625,0.0058,-0.998,-27.0224,3.983,47.1087,11.8275
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",7,"SAD","SNOWBED","ERISIMSADSB7","2017",NaN,NaN,NaN,12,15,30.6,46.7,40.7,39.33333333,1.395653223,NaN,0.03804,0.00591,1.169,155.362776,844.637224,197.8003384,0.0051,-0.9906,-28.1694,2.7584,44.6022,16.1694
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",7,"SAD","WET","ERISIMSADWET7","2017",NaN,NaN,NaN,6.5,11,39,24.3,20,27.76666667,0.985236555,NaN,0.00626,0.00116,0.297,185.3035144,814.6964856,256.0344828,0.0039,-2.2801,-27.7267,2.996,46.2032,15.4215
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",8,"SAD","MOIST","ERISIMSADMST8","2017",40.05546667,-105.59,NaN,10.7,14.5,32.7,56.5,31.9,40.36666667,1.43231869,NaN,0.02488,0.00451,0.756,181.2700965,818.7299035,167.6274945,0.006,-0.288,-28.0965,3.3291,47.5858,14.294
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",8,"SAD","SNOWBED","ERISIMSADSB8","2017",NaN,NaN,NaN,8.6,11.4,40.9,41.4,13.5,31.93333333,1.133081176,NaN,0.01674,0.00484,0.657,289.1278375,710.8721625,135.7438017,0.0074,-0.8814,-28.7047,2.8463,45.7099,16.0597
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",8,"SAD","WET","ERISIMSADWET8","2017",NaN,NaN,NaN,9,16.5,13.5,14.8,15.9,14.73333333,0.52277858,NaN,0.01538,0.00291,0.572,189.206762,810.793238,196.5635739,0.0051,NaN,NaN,NaN,NaN,NaN
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",9,"SAD","MOIST","ERISIMSADMST9","2017",40.05545,-105.5899833,NaN,10,13.5,7.8,48.8,22.9,26.5,0.94029179,NaN,0.03633,0.00694,1.053,191.0266997,808.9733003,151.7291066,0.0066,0.3136,-27.2836,3.0404,46.8456,15.4079
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",9,"SAD","SNOWBED","ERISIMSADSB9","2017",NaN,NaN,NaN,5.8,11.8,44.4,40.4,44.2,43,1.52575649,NaN,0.02554,0.00266,0.953,104.1503524,895.8496476,358.2706767,0.0028,-1.9916,-27.4657,2.2549,43.2746,19.1912
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",9,"SAD","WET","ERISIMSADWET9","2017",NaN,NaN,NaN,9.5,10.2,30.5,21.9,26.5,26.3,0.933195249,NaN,0.01284,0.00187,0.493,145.6386293,854.3613707,263.6363636,0.0038,-2.3003,-28.2565,2.7073,45.2784,16.7244
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",10,"SAD","MOIST","ERISIMSADMST10","2017",40.05551667,-105.5899333,NaN,12,14.5,48.8,35.3,39.8,41.3,1.465435885,NaN,0.03639,0.0078,1.038,214.3446002,785.6553998,133.0769231,0.0075,-2.3207,-27.8242,3.3162,46.5896,14.0492
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",10,"SAD","SNOWBED","ERISIMSADSB10","2017",NaN,NaN,NaN,10.3,12.8,27.4,50.7,48.7,42.26666667,1.499735837,NaN,0.03072,0.00612,1.135,199.21875,800.78125,185.4575163,0.0054,-0.704,-26.869,1.424,42.9696,30.1754
"Erigeron simplex","ERISIM","Asteraceae","Forb","ERSI3",10,"SAD","WET","ERISIMSADWET10","2017",NaN,NaN,NaN,8,9.7,35.5,24.4,35,31.63333333,1.122436363,NaN,0.01205,0.00227,0.504,188.3817427,811.6182573,222.0264317,0.0045,NaN,NaN,NaN,NaN,NaN
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",1,"MUH","DRY","FESBRAMUHDRY1","2017",40.05786667,-105.5899333,"10.5",7,10.6,12.5,3,0.8,5.433333333,0.192789386,NaN,0.00965,0.00436,0.228,451.8134715,548.1865285,52.29357798,0.0191,-0.3701,-24.7854,1.423,45.0193,31.6361
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",1,"SAD","DRY","FESBRASADDRY1","2017",40.055,-105.5884667,NaN,7,12,4.6,6.1,7.1,5.933333333,0.21053074,NaN,0.00755,0.00312,0.155,413.2450331,586.7549669,49.67948718,0.0201,-0.3229,-24.2628,2.0361,46.088,22.6358
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",1,"SAD","FF","FESBRASADFF1","2017",40.06525,-105.5998333,"6",5,6.5,1.6,NaN,NaN,1.6,0.056772335,NaN,0.00813,0.00307,0.198,377.6137761,622.3862239,64.49511401,0.0155,-0.496,-27.2001,1.9936,46.7121,23.4309
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",2,"MUH","DRY","FESBRAMUHDRY2","2017",40.05786667,-105.5899333,"5.6",10.5,10.9,1.5,3.4,6.9,3.933333333,0.139565322,NaN,0.01717,0.00673,0.411,391.9627257,608.0372743,61.06983655,0.0164,0.9577,-24.8847,3.2288,46.3418,14.3527
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",2,"SAD","DRY","FESBRASADDRY2","2017",40.055,-105.5885333,NaN,7,10.2,7,0.1,NaN,3.55,0.125963617,NaN,0.016,0.00692,0.337,432.5,567.5,48.69942197,0.0205,-2.8497,-25.071,2.0351,46.1991,22.7009
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",2,"SAD","FF","FESBRASADFF2","2017",40.06525,-105.5998333,"0.1",8,10,2.2,1.5,10.3,4.666666667,0.165585976,NaN,0.01357,0.00477,0.242,351.5106853,648.4893147,50.73375262,0.0197,0.6067,-27.575,2.1611,46.8183,21.6638
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",3,"MUH","DRY","FESBRAMUHDRY3","2017",40.05786667,-105.5899333,"8.5",5,11.2,5.4,2.2,NaN,3.8,0.134834294,NaN,0.00702,0.00266,0.169,378.9173789,621.0826211,63.53383459,0.0157,0.3758,-26.284,2.4762,43.7759,17.6784
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",3,"SAD","DRY","FESBRASADDRY3","2017",40.055,-105.5885333,NaN,5,8,0.6,10.3,3.7,4.866666667,0.172682517,NaN,0.01116,0.00458,0.24,410.3942652,589.6057348,52.40174672,0.0191,-1.574,-26.1535,1.7502,47.4884,27.1328
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",3,"SAD","FF","FESBRASADFF3","2017",40.06525,-105.5998333,"2.1",6.5,7.5,10.7,3.6,2.6,5.633333333,0.199885928,NaN,0.01586,0.00622,0.242,392.1815889,607.8184111,38.90675241,0.0257,-0.6199,-26.8915,1.563,35.5271,22.7298
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",4,"MUH","DRY","FESBRAMUHDRY4","2017",40.05788333,-105.5899333,"11.5",6.1,13,2.2,4.3,2.2,2.9,0.102899856,NaN,0.01387,0.00584,0.304,421.0526316,578.9473684,52.05479452,0.0192,0.3888,-26.2871,1.8283,46.5084,25.4387
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",4,"SAD","DRY","FESBRASADDRY4","2017",40.05493333,-105.58855,NaN,6,11.7,5.4,4.9,7.2,5.833333333,0.20698247,NaN,0.01145,0.00405,0.253,353.7117904,646.2882096,62.4691358,0.016,-1.6332,-26.2467,3.5749,47.1684,13.1944
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",4,"SAD","FF","FESBRASADFF4","2017",40.06525,-105.5998333,"1.1",4,5.5,0.5,1.4,2.6,1.5,0.053224064,NaN,0.00855,0.00341,0.166,398.8304094,601.1695906,48.68035191,0.0205,-0.795,-27.501,1.914,47.172,24.6464
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",5,"MUH","DRY","FESBRAMUHDRY5","2017",40.05786667,-105.5898333,"4.3",6.5,11,7.4,1.5,2.2,3.7,0.131286024,NaN,0.01194,0.00498,0.249,417.0854271,582.9145729,50,0.02,0.7007,-25.061,1.6273,44.6873,27.4607
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",5,"SAD","DRY","FESBRASADDRY5","2017",40.05493333,-105.5886,NaN,7,8.1,10.7,7.9,NaN,9.3,0.329989194,NaN,0.00535,0.00121,0.171,226.1682243,773.8317757,141.322314,0.0071,-1.2339,-28.1407,1.1122,46.6521,41.9453
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",5,"SAD","FF","FESBRASADFF5","2017",40.06525,-105.5998333,"2.1",4,6,8,9.2,5.3,7.5,0.266120318,NaN,0.00649,0.00254,0.11,391.3713405,608.6286595,43.30708661,0.0231,-1.2669,-27.0501,2.0216,46.6111,23.057
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",6,"MUH","DRY","FESBRAMUHDRY6","2017",40.05786667,-105.5898333,"7.2",4.9,10.9,5.3,4,1.3,3.533333333,0.125372239,NaN,0.00732,0.00327,0.176,446.7213115,553.2786885,53.82262997,0.0186,0.5728,-24.6445,1.2815,45.3318,35.3737
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",6,"SAD","DRY","FESBRASADDRY6","2017",40.05493333,-105.5886667,NaN,6.5,9,11,9,5.7,8.566666667,0.303968541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",6,"SAD","FF","FESBRASADFF6","2017",40.06525,-105.5998333,"3.1",5,7.5,28.9,39.9,38.6,35.8,1.270280985,NaN,0.038,0.00717,0.531,188.6842105,811.3157895,74.05857741,0.0135,1.1346,-27.2224,2.325,47.4046,20.3894
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",7,"MUH","DRY","FESBRAMUHDRY7","2017",40.05783333,-105.5898333,"5.3",7.1,11.8,0.2,1.3,3.1,1.533333333,0.054406821,NaN,0.00816,0.00391,0.224,479.1666667,520.8333333,57.28900256,0.0175,-0.0211,-24.9485,1.3453,42.5979,31.6636
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",7,"SAD","DRY","FESBRASADDRY7","2017",40.05505,-105.5887,NaN,6.7,7.5,0.8,NaN,NaN,0.8,0.028386167,NaN,0.00918,0.00363,0.215,395.4248366,604.5751634,59.22865014,0.0169,-1.0775,-26.9836,1.4183,46.9212,33.082
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",7,"SAD","FF","FESBRASADFF7","2017",40.06525,-105.5998333,"2.1",4,7.5,5.7,5.1,3.5,4.766666667,0.169134247,NaN,0.01036,0.00402,0.198,388.030888,611.969112,49.25373134,0.0203,-0.9429,-27.3237,1.5965,47.1341,29.5239
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",8,"MUH","DRY","FESBRAMUHDRY8","2017",40.05783333,-105.5898333,"7.2",8,11,3.8,1.5,1.5,2.266666667,0.080427474,NaN,0.00997,0.00403,0.262,404.2126379,595.7873621,65.01240695,0.0154,0.4168,-26.7096,2.4355,46.5971,19.1327
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",8,"SAD","DRY","FESBRASADDRY8","2017",40.05523333,-105.5886833,NaN,7.5,11,18.9,16.6,15.9,17.13333333,0.607937082,NaN,0.00546,0.00144,0.17,263.7362637,736.2637363,118.0555556,0.0085,NaN,NaN,NaN,NaN,NaN
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",8,"SAD","FF","FESBRASADFF8","2017",40.06525,-105.5998333,"4.1",3.5,7.5,11,10,13.1,11.36666667,0.403320127,NaN,0.00586,0.00216,0.099,368.6006826,631.3993174,45.83333333,0.0218,-1.7538,-27.8678,1.2259,42.4417,34.6212
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",9,"MUH","DRY","FESBRAMUHDRY9","2017",40.0578,-105.5898333,"6.9",7.7,10.9,4,4.8,11.8,6.866666667,0.243647936,NaN,0.01274,0.00468,0.291,367.3469388,632.6530612,62.17948718,0.0161,-0.0311,-26.7522,2.3136,45.7003,19.7533
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",9,"SAD","DRY","FESBRASADDRY9","2017",40.05523333,-105.58845,NaN,5.5,7.6,3,14.8,2.3,6.7,0.237734151,NaN,0.00748,0.0027,0.195,360.9625668,639.0374332,72.22222222,0.0138,-2.0575,-27.8299,2.317,46.2979,19.9817
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",9,"SAD","FF","FESBRASADFF9","2017",40.06525,-105.5998333,"3.1",3,7,5.4,5.3,5.5,5.4,0.191606629,NaN,0.00883,0.00346,0.174,391.8459796,608.1540204,50.28901734,0.0199,-1.7388,-27.4362,1.6699,45.5007,27.2476
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",10,"MUH","DRY","FESBRAMUHDRY10","2017",40.0578,-105.5898,"6.9",6.1,11.4,0.3,3,2.5,1.933333333,0.068599904,NaN,0.00646,0.00279,0.18,431.8885449,568.1114551,64.51612903,0.0155,-0.2021,-25.0417,1.475,46.7414,31.6894
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",10,"SAD","DRY","FESBRASADDRY10","2017",40.05518333,-105.5884167,NaN,2.2,11.6,4.6,2.4,8.3,5.1,0.180961816,NaN,0.01562,0.00664,0.323,425.0960307,574.9039693,48.64457831,0.0206,-0.0904,-25.4986,2.1622,47.0423,21.7567
"Festuca brachyphylla","FESBRA","Poaceae","Graminoid","FEBR",10,"SAD","FF","FESBRASADFF10","2017",40.06525,-105.5998333,"2.1",3,10.3,1.3,1.6,2,1.633333333,0.057955091,NaN,0.008,0.00328,0.165,410,590,50.30487805,0.0199,-4.0673,-26.6833,1.4925,36.7353,24.6134
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",1,"ITEX","XXX","GENALGITEXXXX1","2017",40.0599,-105.5886833,"43.4",3.5,7,55.3,48.1,48.5,50.63333333,1.796607836,NaN,0.10509,0.02185,1.491,207.9170235,792.0829765,68.23798627,0.0147,-1.6225,-27.6183,0.9797,47.7951,48.7867
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",1,"SAD","MOIST","GENALGSADMST1","2017",40.05545,-105.5878167,"5.6",10,11,67.3,68.7,72.5,69.5,2.46604828,NaN,0.2848,0.05737,5.181,201.4396067,798.5603933,90.30852362,0.0111,4.0785,-26.0836,2.4199,47.6895,19.7074
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",2,"ITEX","XXX","GENALGITEXXXX2","2017",40.0599,-105.5886833,"41.9",4,7,39.6,109.1,88.8,79.16666667,2.809047801,NaN,0.12941,0.02303,2.048,177.9615177,822.0384823,88.92748589,0.0112,-1.2659,-27.2851,1.3422,47.2029,35.1677
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",2,"SAD","MOIST","GENALGSADMST2","2017",40.05543333,-105.5878167,"11",8,8.5,46.6,45.8,10.6,34.33333333,1.218239678,NaN,0.1407,0.02915,2.484,207.1783937,792.8216063,85.21440823,0.0117,NaN,NaN,NaN,NaN,NaN
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",3,"ITEX","XXX","GENALGITEXXXX3","2017",40.0607,-105.58975,"7.1",11,11,137.3,112.7,47.8,99.26666667,3.522250254,NaN,0.07544,0.01237,1.641,163.971368,836.028632,132.6596605,0.0075,1.2704,-28.8663,2.3183,49.3836,21.3017
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",3,"SAD","MOIST","GENALGSADMST3","2017",40.05543333,-105.5878167,"14.9",5,5,62.1,60.1,62.1,61.43333333,2.179821094,NaN,0.14855,0.03265,2.58,219.7913161,780.2086839,79.01990812,0.0127,-1.3316,-24.9075,0.4991,43.5428,87.2459
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",4,"ITEX","XXX","GENALGITEXXXX4","2017",40.0607,-105.58975,"10.5",9.5,9.5,79.7,29.9,61.1,56.9,2.018966146,NaN,0.21444,0.0322,4.077,150.1585525,849.8414475,126.6149068,0.0079,1.6896,-29.0102,3.0984,49.4152,15.9484
"Gentianoides algida","GENALG","Gentianaceae","Forb","GEAL2",4,"SAD","MOIST","GENALGSADMST4","2017",40.05546667,-105.5895,"9",13.5,15.1,21.3,48.6,66.1,45.33333333,1.608549478,NaN,0.10226,0.02,2.031,195.5798944,804.4201056,101.55,0.0098,NaN,NaN,NaN,NaN,NaN
