"Latin.name","Species","Family","Life.Form","USDA.Code","Rep","Exp","TRT","Code","YearCollected","Lat","Long","SoilMoisture","VegHeight","OHeight","CC1","CC2","CC3","CCAvg","CC.Relative","Stomatal.Conductance","WetWeight","DryWeight","LeafArea","LDMC","LWC","SLA","LMA","D15N","D13C","Percent_N","Percent_C","CN_ratio"
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",2,"SAD","DRY","SILACASADDRY2","2017",40.05505,-105.5884833,NaN,0.9,1,12.5,NaN,NaN,12.5,0.443533863,NaN,0.00916,0.00174,0.123,189.9563319,810.0436681,70.68965517,0.0141,0.8534,-26.6515,2.6422,44.1892,16.7247
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",2,"SAD","FF","SILACASADFF2","2017",40.05496667,-105.5869667,NaN,0.6,1,NaN,NaN,NaN,NaN,NaN,NaN,0.0166,0.00368,0.247,221.686747,778.313253,67.11956522,0.0149,2.1457,-25.2187,3.7678,44.5306,11.8187
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",3,"SAD","DRY","SILACASADDRY3","2017",40.05503333,-105.5884333,NaN,1,1,2,NaN,NaN,2,0.070965418,NaN,0.00239,0.00053,0.037,221.7573222,778.2426778,69.81132075,0.0143,-1.3745,-26.1425,2.1706,44.1815,20.3542
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",3,"SAD","FF","SILACASADFF3","2017",40.05491667,-105.58695,NaN,0.7,1.4,NaN,NaN,NaN,NaN,NaN,NaN,0.01641,0.00332,0.334,202.3156612,797.6843388,100.6024096,0.0099,0.2847,-24.6652,2.9054,44.0346,15.1564
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",4,"SAD","DRY","SILACASADDRY4","2017",40.05503333,-105.5884167,NaN,1,1,3.2,NaN,NaN,3.2,0.113544669,NaN,0.00528,0.00111,0.074,210.2272727,789.7727273,66.66666667,0.015,0.0848,-26.0462,2.751,44.5538,16.1956
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",4,"SAD","FF","SILACASADFF4","2017",40.05491667,-105.58695,NaN,0.8,1.1,NaN,NaN,NaN,NaN,NaN,NaN,0.01126,0.00198,0.221,175.8436945,824.1563055,111.6161616,0.009,-0.8213,-26.1879,2.4829,45.1389,18.1795
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",5,"SAD","DRY","SILACASADDRY5","2017",40.05505,-105.5883833,NaN,0.4,1,23,NaN,NaN,23,0.816102309,NaN,0.00231,5e-04,0.029,216.4502165,783.5497835,58,0.0172,-0.6978,-25.6001,2.4927,45.0514,18.0734
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",5,"SAD","FF","SILACASADFF5","2017",40.0549,-105.5868333,NaN,0.7,1.1,NaN,NaN,NaN,NaN,NaN,NaN,0.01273,0.00267,0.202,209.7407698,790.2592302,75.65543071,0.0132,-1.5472,-24.2495,3.3364,45.2824,13.5721
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",6,"SAD","DRY","SILACASADDRY6","2017",40.05513333,-105.5884167,NaN,1,1.2,30.3,NaN,NaN,30.3,1.075126085,NaN,0.0051,0.00088,0.089,172.5490196,827.4509804,101.1363636,0.0099,0.1787,-27.4868,2.3672,43.2963,18.2898
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",6,"SAD","FF","SILACASADFF6","2017",40.0549,-105.5868333,NaN,0.4,0.7,NaN,NaN,NaN,NaN,NaN,NaN,0.01176,0.00202,0.187,171.7687075,828.2312925,92.57425743,0.0108,1.0276,-24.1755,4.0017,45.7752,11.4389
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",7,"SAD","DRY","SILACASADDRY7","2017",40.05516667,-105.5884333,NaN,1,1.5,17.9,NaN,NaN,17.9,0.635140492,NaN,0.00296,0.00062,0.053,209.4594595,790.5405405,85.48387097,0.0117,0.2818,-26.3301,2.7257,43.8909,16.1027
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",7,"SAD","FF","SILACASADFF7","2017",40.05496667,-105.5868667,NaN,0.4,1.5,NaN,NaN,NaN,NaN,NaN,NaN,0.01868,0.00387,0.313,207.1734475,792.8265525,80.87855297,0.0124,-0.7167,-24.58,3.3149,45.6492,13.7708
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",8,"SAD","DRY","SILACASADDRY8","2017",40.0552,-105.5885,NaN,2,2.1,6.4,NaN,NaN,6.4,0.227089338,NaN,0.00669,0.00133,0.118,198.8041854,801.1958146,88.72180451,0.0113,0.0717,-24.2873,2.841,43.5691,15.3359
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",8,"SAD","FF","SILACASADFF8","2017",40.05498333,-105.5868833,NaN,0.8,1.2,NaN,NaN,NaN,NaN,NaN,NaN,0.01783,0.00361,0.286,202.467751,797.532249,79.22437673,0.0126,-0.8183,-24.9186,3.1393,45.2245,14.4059
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",9,"SAD","DRY","SILACASADDRY9","2017",40.0552,-105.58855,NaN,1,1.2,13.9,NaN,NaN,13.9,0.493209656,NaN,0.0069,0.00141,0.058,204.3478261,795.6521739,41.13475177,0.0243,-0.7473,-25.9732,2.816,43.1007,15.3056
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",9,"SAD","FF","SILACASADFF9","2017",40.05505,-105.58675,NaN,0.4,1.2,NaN,NaN,NaN,NaN,NaN,NaN,0.00936,0.00182,0.214,194.4444444,805.5555556,117.5824176,0.0085,0.0816,-24.4634,3.164,44.3715,14.0238
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",10,"SAD","DRY","SILACASADDRY10","2017",40.05523333,-105.5885833,NaN,1.5,1.8,5.4,6.8,NaN,6.1,0.216444525,NaN,0.00497,0.00111,0.037,223.3400402,776.6599598,33.33333333,0.03,1.4967,-25.0415,2.9348,44.7936,15.2631
"Silene acaulis","SILACA","Caryophyllaceae","Forb","SIAC",10,"SAD","FF","SILACASADFF10","2017",40.05506667,-105.5867667,NaN,0.5,0.9,NaN,NaN,NaN,NaN,NaN,NaN,0.01586,0.00337,0.292,212.4842371,787.5157629,86.64688427,0.0115,-0.579,-24.9947,3.4646,45.509,13.1353
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",1,"MUH","WET","STEUMBMUHWET1","2017",NaN,NaN,NaN,4.3,8.4,3.8,11.3,9.8,8.3,0.294506485,NaN,0.00124,0.00024,0.054,193.5483871,806.4516129,225,0.0044,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",2,"MUH","WET","STEUMBMUHWET2","2017",NaN,NaN,NaN,3.4,8,16.7,12.6,7.5,12.26666667,0.435254565,NaN,0.00343,0.00056,0.192,163.2653061,836.7346939,342.8571429,0.0029,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",3,"MUH","WET","STEUMBMUHWET3","2017",NaN,NaN,NaN,5.8,5.8,20.6,22,9,17.2,0.610302596,NaN,0.00244,0.00043,0.205,176.2295082,823.7704918,476.744186,0.0021,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",4,"MUH","WET","STEUMBMUHWET4","2017",NaN,NaN,NaN,2.4,2.4,10,4.8,8.2,7.666666667,0.272034103,NaN,0.0083,0.00019,0.053,22.89156627,977.1084337,278.9473684,0.0036,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",5,"MUH","WET","STEUMBMUHWET5","2017",NaN,NaN,NaN,7.2,8.6,16.5,12,21.9,16.8,0.596109512,NaN,0.00373,0.00055,0.267,147.4530831,852.5469169,485.4545455,0.0021,-0.2676208,-29.8809609,2.626302475,42.66893832,16.2467723
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",6,"MUH","WET","STEUMBMUHWET6","2017",NaN,NaN,NaN,4.2,4.2,34.5,7.1,8.1,16.56666667,0.587830214,NaN,0.00172,0.00026,0.119,151.1627907,848.8372093,457.6923077,0.0022,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",7,"MUH","WET","STEUMBMUHWET7","2017",NaN,NaN,NaN,3.9,6.1,16,7.7,3.1,8.933333333,0.316978868,NaN,0.00253,0.00041,0.175,162.055336,837.944664,426.8292683,0.0023,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",8,"MUH","WET","STEUMBMUHWET8","2017",NaN,NaN,NaN,5.1,5.1,13.5,13.4,8.7,11.86666667,0.421061481,NaN,0.00129,0.00017,0.114,131.7829457,868.2170543,670.5882353,0.0015,NaN,NaN,NaN,NaN,NaN
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",9,"MUH","WET","STEUMBMUHWET9","2017",NaN,NaN,NaN,9,14.5,5,8.6,NaN,6.8,0.241282422,NaN,0.00284,0.00063,0.209,221.8309859,778.1690141,331.7460317,0.003,-0.3068314,-28.5689964,3.170232955,46.4251716,14.64408839
"Stellaria umbellata","STEUMB","Caryophyllaceae","Forb","STUM",10,"MUH","WET","STEUMBMUHWET10","2017",NaN,NaN,NaN,4.9,4.9,7.7,17,8.9,11.2,0.397406342,NaN,0.002,0.00048,0.186,240,760,387.5,0.0026,NaN,NaN,NaN,NaN,NaN
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",1,"SAD","DRY","TETACASADDRY1","2017",40.055,-105.5885167,NaN,3,4.2,8.6,35.3,33,25.63333333,0.909540109,NaN,0.05951,0.00801,0.881,134.599227,865.400773,109.9875156,0.0091,-1.1784,-25.9341,3.0919,43.9088,14.201
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",1,"SAD","FF","TETACASADFF1","2017",40.05493333,-105.5870667,NaN,3,5.1,NaN,NaN,NaN,NaN,NaN,NaN,0.04313,0.00762,0.569,176.6751681,823.3248319,74.67191601,0.0134,-2.4322,-26.3481,2.0389,40.8032,20.0123
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",2,"SAD","DRY","TETACASADDRY2","2017",40.05498333,-105.5885333,NaN,4,6.5,15.6,24.5,58.4,32.83333333,1.165015614,NaN,0.05498,0.00882,0.805,160.4219716,839.5780284,91.26984127,0.011,-0.9801,-26.0101,2.8951,47.3097,16.3411
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",2,"SAD","FF","TETACASADFF2","2017",NaN,NaN,NaN,3,5,NaN,NaN,NaN,NaN,NaN,NaN,0.05494,0.01141,0.811,207.6811067,792.3188933,71.07800175,0.0141,-1.0603,-26.8715,2.3475,42.1428,17.9525
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",3,"SAD","DRY","TETACASADDRY3","2017",40.05501667,-105.58855,NaN,3,3.9,47.9,57.3,20.6,41.93333333,1.487908267,NaN,0.069,0.01048,1.101,151.884058,848.115942,105.0572519,0.0095,0.2806,-24.3616,3.2781,45.543,13.8931
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",3,"SAD","FF","TETACASADFF3","2017",NaN,NaN,NaN,2.5,3.5,NaN,NaN,NaN,NaN,NaN,NaN,0.03211,0.00716,0.524,222.9834942,777.0165058,73.18435754,0.0137,-0.4577,-27.1024,2.5919,43.3839,16.7385
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",4,"SAD","DRY","TETACASADDRY4","2017",40.05503333,-105.5885667,NaN,1.4,2.5,8.8,2.4,17.3,9.5,0.337085736,NaN,0.0277,0.00509,0.41,183.7545126,816.2454874,80.55009823,0.0124,-0.5865,-26.7548,2.4829,44.3252,17.8521
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",4,"SAD","FF","TETACASADFF4","2017",40.05496667,-105.5870833,NaN,3.4,4.3,NaN,NaN,NaN,NaN,NaN,NaN,0.04399,0.01035,0.674,235.2807456,764.7192544,65.12077295,0.0154,-2.3599,-23.2998,2.218,41.4988,18.7103
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",5,"SAD","DRY","TETACASADDRY5","2017",40.05501667,-105.5886,NaN,3.5,4.3,49.1,31.9,57.4,46.13333333,1.636935645,NaN,0.02983,0.0052,0.438,174.3211532,825.6788468,84.23076923,0.0119,0.6246,-23.2907,3.1098,45.3253,14.5749
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",5,"SAD","FF","TETACASADFF5","2017",NaN,NaN,NaN,2.2,3.6,NaN,NaN,NaN,NaN,NaN,NaN,0.04311,0.01007,0.632,233.5884945,766.4115055,62.76067527,0.0159,-1.2109,-26.9647,2.2524,43.8073,19.4492
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",6,"SAD","DRY","TETACASADDRY6","2017",40.05505,-105.5887,NaN,3.7,5,55.2,60.7,38.8,51.56666667,1.829725031,NaN,0.0694,0.01025,1.009,147.6945245,852.3054755,98.43902439,0.0102,0.6448,-26.3991,2.3959,43.5152,18.1623
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",6,"SAD","FF","TETACASADFF6","2017",NaN,NaN,NaN,3.6,4,NaN,NaN,NaN,NaN,NaN,NaN,0.0377,0.00722,0.568,191.5119363,808.4880637,78.67036011,0.0127,-1.0272,-23.5792,1.9676,41.4926,21.0876
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",7,"SAD","DRY","TETACASADDRY7","2017",40.05505,-105.5887167,NaN,2.6,4,56,27.9,56.3,46.73333333,1.65822527,NaN,0.05838,0.00964,0.736,165.1250428,834.8749572,76.34854772,0.0131,-0.6553,-25.1418,2.2992,43.2371,18.8055
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",7,"SAD","FF","TETACASADFF7","2017",40.05508333,-105.5870833,NaN,6.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,0.0672,0.01435,1.023,213.5416667,786.4583333,71.28919861,0.014,-1.0292,-26.3501,2.5049,44.1263,17.6159
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",8,"SAD","DRY","TETACASADDRY8","2017",40.05506667,-105.58875,NaN,3.5,4.5,44.4,NaN,NaN,44.4,1.575432283,NaN,0.02385,0.00483,0.372,202.5157233,797.4842767,77.01863354,0.013,-0.0523,-26.0942,2.0941,43.4165,20.7327
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",8,"SAD","FF","TETACASADFF8","2017",NaN,NaN,NaN,3,5.2,NaN,NaN,NaN,NaN,NaN,NaN,0.05454,0.01192,1.006,218.5551889,781.4448111,84.39597315,0.0118,-1.5855,-24.5703,1.5244,40.7272,26.7171
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",9,"SAD","DRY","TETACASADDRY9","2017",40.05505,-105.58875,NaN,3.7,4.5,15.8,20.3,74.9,37,1.312860236,NaN,0.04436,0.00925,0.615,208.5211903,791.4788097,66.48648649,0.015,-1.0752,-25.5521,2.642,43.9302,16.6279
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",9,"SAD","FF","TETACASADFF9","2017",NaN,NaN,NaN,5,5.1,NaN,NaN,NaN,NaN,NaN,NaN,0.049,0.01063,0.862,216.9387755,783.0612245,81.09125118,0.0123,-2.0465,-26.5202,2.3944,42.3508,17.6874
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",10,"SAD","DRY","TETACASADDRY10","2017",40.0551,-105.5887,NaN,5,6.5,46.7,63.1,66.2,58.66666667,2.081652265,NaN,0.04525,0.00824,0.76,182.0994475,817.9005525,92.23300971,0.0108,-0.2243,-25.7041,2.6689,43.2287,16.1973
"Tetraneuris acaulis","TETACA","Asteraceae","Forb","TEAC",10,"SAD","FF","TETACASADFF10","2017",NaN,NaN,NaN,3,5.2,NaN,NaN,NaN,NaN,NaN,NaN,0.04039,0.00918,0.676,227.2839812,772.7160188,73.63834423,0.0136,-1.1236,-26.342,2.3225,43.5224,18.7392
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",1,"SAD","DRY","TETGRASADDRY1","2017",40.0607,-105.5885167,NaN,5,5,20.8,6.1,6.8,11.23333333,0.398589098,NaN,0.168,0.03594,3.171,213.9285714,786.0714286,88.23038397,0.0113,-1.3023,-27.1995,2.0525,44.867,21.8599
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",2,"SAD","DRY","TETGRASADDRY2","2017",40.05498333,-105.5885,NaN,6.5,6.5,59.1,36.8,59.2,51.7,1.834456059,NaN,0.25464,0.05456,5.517,214.2632736,785.7367264,101.1180352,0.0099,-1.8517,-26.42,2.255,44.1972,19.5996
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",3,"SAD","DRY","TETGRASADDRY3","2017",40.05496667,-105.5885833,NaN,4,4,21.6,9.7,27.1,19.46666667,0.69073007,NaN,0.14676,0.03217,2.788,219.2014173,780.7985827,86.66459434,0.0115,-0.6064,-27.5205,2.7104,46.0125,16.9762
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",4,"SAD","DRY","TETGRASADDRY4","2017",40.0607,-105.5886,NaN,4,4,20.9,11.1,3.7,11.9,0.422244238,NaN,0.17814,0.03827,3.804,214.8310318,785.1689682,99.39900706,0.0101,-0.5561,-28.0166,2.4611,45.9635,18.6758
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",5,"SAD","DRY","TETGRASADDRY5","2017",40.05505,-105.5886,NaN,13,14.5,21.6,7.9,3.8,11.1,0.393858071,NaN,0.06194,0.01222,1.214,197.2876978,802.7123022,99.34533552,0.0101,-1.4439,-27.5316,2.9368,46.5265,15.8425
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",6,"SAD","DRY","TETGRASADDRY6","2017",40.05505,-105.5886333,NaN,6,6,41.4,1.9,15.9,19.73333333,0.700192126,NaN,0.1906,0.03976,4.069,208.6044071,791.3955929,102.3390342,0.0098,-2.161,-27.157,2.212,45.3665,20.5095
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",7,"SAD","DRY","TETGRASADDRY7","2017",40.05505,-105.5886333,NaN,5.5,5.5,1.6,1.7,35.6,12.96666667,0.460092461,NaN,0.2038,0.04651,4.574,228.2139352,771.7860648,98.34444206,0.0102,-0.7891,-29.0219,2.4273,45.8601,18.8933
"Tetraneuris grandiflora","TETGRA","Asteraceae","Forb","TEGR3",8,"SAD","DRY","TETGRASADDRY8","2017",40.05511667,-105.5887667,NaN,10,11.5,4.7,7.8,16.7,9.733333333,0.345365035,NaN,0.0786,0.01501,1.513,190.9669211,809.0330789,100.799467,0.0099,-0.8333,-26.1365,2.6519,44.6987,16.8553
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",1,"SAD","DRY","TRIDASSADDRY1","2017",40.05498333,-105.5885167,"8",4.5,4.5,22,5.8,4.3,10.7,0.379664987,NaN,0.0378,0.0096,1.249,253.968254,746.031746,130.1041667,0.0077,-0.5278,-27.9129,4.7928,47.6652,9.9452
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",1,"SAD","FF","TRIDASSADFF1","2017",40.05495,-105.5869,NaN,6.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,0.058,0.01612,1.744,277.9310345,722.0689655,108.1885856,0.0092,-0.28,-26.7254,3.2241,46.9893,14.5744
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",2,"SAD","DRY","TRIDASSADDRY2","2017",40.05498333,-105.5886667,"7",3.5,5.8,2.4,36.6,57.3,32.1,1.138994961,NaN,0.0492,0.01323,1.443,268.902439,731.097561,109.0702948,0.0092,-1.2159,-27.3749,4.441,47.7615,10.7547
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",2,"SAD","FF","TRIDASSADFF2","2017",40.05496667,-105.5869167,NaN,6.4,8.6,NaN,NaN,NaN,NaN,NaN,NaN,0.0812,0.02113,2.557,260.2216749,739.7783251,121.012778,0.0083,-0.4165,-25.8672,3.7836,47.974,12.6795
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",3,"SAD","DRY","TRIDASSADDRY3","2017",40.05498333,-105.5886667,"2.1",4.5,6.4,23.6,18.9,21.4,21.3,0.755781703,NaN,0.05275,0.0125,1.593,236.9668246,763.0331754,127.44,0.0078,-0.6078,-28.3222,4.7883,47.7064,9.9632
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",3,"SAD","FF","TRIDASSADFF3","2017",40.05493333,-105.5868667,NaN,4.4,4.4,NaN,NaN,NaN,NaN,NaN,NaN,0.04316,0.01124,1.433,260.4263207,739.5736793,127.4911032,0.0078,-0.0695,-27.6353,3.9043,48.1019,12.3201
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",4,"SAD","DRY","TRIDASSADDRY4","2017",40.05495,-105.5884667,"9.9",3.6,4.5,4.2,25.6,13.5,14.43333333,0.512133767,NaN,0.06057,0.01732,1.726,285.9501403,714.0498597,99.65357968,0.01,-0.5319,-28.688,4.7096,48.5039,10.299
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",4,"SAD","FF","TRIDASSADFF4","2017",40.05495,-105.5868833,NaN,4.5,7.5,NaN,NaN,NaN,NaN,NaN,NaN,0.05913,0.0157,1.75,265.5166582,734.4833418,111.4649682,0.009,-0.7191,-26.1813,3.5817,47.3327,13.2151
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",5,"SAD","DRY","TRIDASSADDRY5","2017",40.05495,-105.5884667,"7",4.2,4.2,119,62.3,57.2,79.5,2.820875371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",5,"SAD","FF","TRIDASSADFF5","2017",40.05495,-105.5868333,NaN,4.9,6.8,NaN,NaN,NaN,NaN,NaN,NaN,0.03932,0.01154,1.251,293.4893184,706.5106816,108.4055459,0.0092,-0.7363,-26.8581,3.1256,46.9962,15.0359
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",6,"SAD","DRY","TRIDASSADDRY6","2017",40.05493333,-105.5885667,"6",3.3,3.3,10.5,0.6,15,8.7,0.308699569,NaN,0.05492,0.01496,1.472,272.3962127,727.6037873,98.39572193,0.0102,-0.4135,-26.8693,3.5955,47.1528,13.1142
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",6,"SAD","FF","TRIDASSADFF6","2017",40.05496667,-105.58685,NaN,3.4,4.2,NaN,NaN,NaN,NaN,NaN,NaN,0.03544,0.0097,1.016,273.7020316,726.2979684,104.742268,0.0095,0.3372,-26.9149,3.3564,47.2088,14.0653
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",7,"SAD","DRY","TRIDASSADDRY7","2017",40.05493333,-105.5885667,"5",6,10,32.8,44.4,10.2,29.13333333,1.033729591,NaN,0.04812,0.01356,1.419,281.7955112,718.2044888,104.6460177,0.0096,-0.4004,-27.2259,3.3802,48.7645,14.4266
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",7,"SAD","FF","TRIDASSADFF7","2017",40.05498333,-105.5867833,NaN,4.6,6.5,NaN,NaN,NaN,NaN,NaN,NaN,0.03621,0.00972,1.169,268.4341342,731.5658658,120.2674897,0.0083,-0.4965,-25.4933,3.4308,48.0916,14.0177
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",8,"SAD","DRY","TRIDASSADDRY8","2017",40.05488333,-105.5885833,"5",2.5,2.5,15.5,25.2,11.3,17.33333333,0.615033624,NaN,0.03662,0.01049,1.164,286.4554888,713.5445112,110.9628217,0.009,-0.7039,-27.6332,4.1113,47.269,11.4974
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",8,"SAD","FF","TRIDASSADFF8","2017",40.05508333,-105.5866833,NaN,8.1,12.4,NaN,NaN,NaN,NaN,NaN,NaN,0.0673,0.01819,2.491,270.282318,729.717682,136.9433755,0.0073,-0.2759,-27.619,3.9476,47.7082,12.0854
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",9,"SAD","DRY","TRIDASSADDRY9","2017",40.05486667,-105.5885833,"6",6,6.1,8.4,3,15.4,8.933333333,0.316978868,NaN,0.03263,0.00864,1.088,264.7870058,735.2129942,125.9259259,0.0079,-7e-04,-27.466,3.6685,47.2232,12.8728
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",9,"SAD","FF","TRIDASSADFF9","2017",40.0551,-105.5867,NaN,4.5,6.3,NaN,NaN,NaN,NaN,NaN,NaN,0.0644,0.01628,2.642,252.7950311,747.2049689,162.2850123,0.0062,-0.455,-28.5866,3.4914,47.1917,13.5166
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",10,"SAD","DRY","TRIDASSADDRY10","2017",40.05495,-105.5886333,"8",3.5,4.3,34,56.8,11,33.93333333,1.204046594,NaN,0.04234,0.01221,1.18,288.3797827,711.6202173,96.64209664,0.0103,-0.3093,-28.2574,3.367,47.7164,14.1719
"Trifolium dasyphyllum","TRIDAS","Fabaceae","NFixing.Forb","TRDA2",10,"SAD","FF","TRIDASSADFF10","2017",40.05516667,-105.5865833,NaN,4.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,0.03962,0.01303,1.314,328.8743059,671.1256941,100.8442057,0.0099,-0.367,-27.0638,3.3009,46.4214,14.0635
"Trifolium parryi","TRIPAR","Fabaceae","NFixing.Forb","TRPA5",1,"ITEX","XXW","TRIPARITEXXXW1","2017",40.06068333,-105.5897667,"27.8",10.5,10.5,12.1,53.3,67,44.13333333,1.565970227,NaN,0.25961,0.04628,6.996,178.2674011,821.7325989,151.1668107,0.0066,-0.8658,-28.9009,5.2221,47.9609,9.1841
"Trifolium parryi","TRIPAR","Fabaceae","NFixing.Forb","TRPA5",1,"ITEX","XXX","TRIPARITEXXXX1","2017",40.0607,-105.58975,"10",6,6,48.7,53.1,27.1,42.96666667,1.524573733,NaN,0.06352,0.01361,2.162,214.2632242,785.7367758,158.853784,0.0063,-0.2429,-28.0325,3.9727,46.9348,11.8145
"Trifolium parryi","TRIPAR","Fabaceae","NFixing.Forb","TRPA5",1,"SAD","MOIST","TRIPARSADMST1","2017",40.05563333,-105.5899833,NaN,8,8,55.9,14.4,55.9,42.06666667,1.492639295,NaN,0.28892,0.05466,8.245,189.1873183,810.8126817,150.841566,0.0066,0.2611,-26.3725,4.5849,47.9312,10.4542
"Trifolium parryi","TRIPAR","Fabaceae","NFixing.Forb","TRPA5",1,"SAD","SNOWBED","TRIPARSADSB1","2017",NaN,NaN,NaN,6.5,6.5,56.2,53.2,55.3,54.9,1.948000728,NaN,0.21974,0.0595,5.917,270.7745517,729.2254483,99.44537815,0.0101,-0.7954,-27.3157,3.239,44.2328,13.6565
"Trifolium parryi","TRIPAR","Fabaceae","NFixing.Forb","TRPA5",1,"SAD","WET","TRIPARSADWET1","2017",40.05396667,-105.5903833,NaN,10.3,10.3,41.4,45.7,34.8,40.63333333,1.441780745,NaN,0.20855,0.04684,6.892,224.5984176,775.4015824,147.1391973,0.0068,-0.1899,-26.6289,3.0378,44.6561,14.7001
